RCDTS,Type,School_Name,District,School_Type,PERC_ELA_Proficiency,NR_ELA_Proficiency,PERC_Math_Proficiency,NR_Math_Proficiency
080432100260000,District,,River Ridge CUSD 210,,44.2,115.0,41.5,108.0
080432110260000,District,,Scales Mound CUSD 211,,48.9,64.0,48.1,63.0
080891450220000,District,,Freeport SD 145,,16.7,322.0,14.1,272.0
080892000260000,District,,Pearl City CUSD 200,,47.7,114.0,42.7,102.0
080892010260000,District,,Dakota CUSD 201,,43.5,189.0,38.3,166.0
080892020260000,District,,Lena Winslow CUSD 202,,57.9,239.0,39.8,164.0
080892030260000,District,,Orangeville CUSD 203,,48.6,85.0,31.4,55.0
090100010260000,District,,Fisher CUSD 1,,37.1,122.0,30.1,99.0
090100030260000,District,,Mahomet-Seymour CUSD 3,,50.2,827.0,47.4,780.0
090100040260000,District,,Champaign CUSD 4,,32.5,1668.0,30.6,1569.0
090100070260000,District,,Tolono CUSD 7,,37.6,318.0,34.8,295.0
090100080260000,District,,Heritage CUSD 8,,37.7,81.0,29.3,63.0
090101160220000,District,,Urbana SD 116,,19.7,437.0,16.1,356.0
090101300040000,District,,Thomasboro CCSD 130,,19.8,20.0,12.9,13.0
090101370020000,District,,Rantoul City SD 137,,9.3,97.0,7.8,81.0
090101420040000,District,,Ludlow CCSD 142,,32.6,14.0,23.3,10.0
090101690040000,District,,St Joseph CCSD 169,,48.4,267.0,50.0,276.0
090101880040000,District,,Gifford CCSD 188,,45.0,63.0,36.4,51.0
090101930170000,District,,Rantoul Township HSD 193,,12.8,23.0,11.7,21.0
090101970040000,District,,Prairieview-Ogden CCSD 197,,62.3,94.0,51.0,77.0
090103050160000,District,,St Joseph Ogden CHSD 305,,57.0,65.0,57.9,66.0
090270050260000,District,,Gibson City-Melvin-Sibley CUSD 5,,48.4,250.0,40.2,208.0
090270100260000,District,,Paxton-Buckley-Loda CUD 10,,39.3,267.0,37.5,254.0
11012002C260000,District,,Marshall CUSD 2C,,36.2,249.0,31.3,215.0
11012003C260000,District,,Martinsville CUSD 3C,,17.5,34.0,16.5,32.0
11012004C260000,District,,Casey-Westfield CUSD 4C,,43.0,188.0,32.0,140.0
110150010260000,District,,Charleston CUSD 1,,28.1,387.0,19.5,268.0
110150020260000,District,,Mattoon CUSD 2,,35.4,608.0,22.0,376.0
110150050260000,District,,Oakland CUSD 5,,19.0,24.0,17.3,22.0
110180030260000,District,,Neoga CUSD 3,,32.5,92.0,21.6,61.0
110180770260000,District,,Cumberland CUSD 77,,29.9,162.0,25.0,135.0
110213010260000,District,,Tuscola CUSD 301,,45.2,226.0,21.8,109.0
110213020260000,District,,Villa Grove CUSD 302,,29.9,109.0,20.9,76.0
110213050260000,District,,Arthur CUSD 305,,30.9,193.0,23.2,145.0
110213060260000,District,,Arcola CUSD 306,,25.7,84.0,24.5,80.0
110230010260000,District,,Shiloh CUSD 1,,12.6,26.0,9.2,19.0
110230030260000,District,,Kansas CUSD 3,,23.3,21.0,13.3,12.0
110230040260000,District,,Paris CUSD 4,,49.5,147.0,32.0,95.0
110230060260000,District,,Edgar County CUD 6,,37.0,64.0,18.5,32.0
110230950250000,District,,Paris-Union SD 95,,49.5,270.0,28.7,156.0
110238000800000,District,,Paris Cooperative High School,,31.2,46.0,25.1,37.0
110703000260000,District,,Sullivan CUSD 300,,37.1,219.0,20.8,123.0
110703020260000,District,,Okaw Valley CUSD 302,,33.2,87.0,8.8,23.0
110870010260000,District,,Windsor CUSD 1,,26.6,46.0,22.0,38.0
11087003A260000,District,,Cowden-Herrick CUSD 3A,,22.0,41.0,15.6,29.0
110870040260000,District,,Shelbyville CUSD 4,,52.1,307.0,34.1,201.0
11087005A260000,District,,Stewardson-Strasburg CUD 5A,,40.3,71.0,30.1,53.0
110870210260000,District,,Central A & M CUD 21,,26.8,94.0,17.7,62.0
120130100260000,District,,Clay City CUSD 10,,18.4,27.0,16.3,24.0
120130250260000,District,,North Clay CUSD 25,,21.4,65.0,18.1,55.0
120130350260000,District,,Flora CUSD 35,,39.2,258.0,20.5,135.0
120170010260000,District,,Hutsonville CUSD 1,,50.3,76.0,18.5,28.0
120170020260000,District,,Robinson CUSD 2,,46.9,382.0,27.6,225.0
120170030260000,District,,Palestine CUSD 3,,20.9,31.0,12.2,18.0
120170040260000,District,,Oblong CUSD 4,,37.8,112.0,16.2,48.0
120400010260000,District,,Jasper County CUD 1,,36.8,246.0,37.4,250.0
120510100260000,District,,Red Hill CUSD 10,,44.6,199.0,26.2,117.0
120510200260000,District,,Lawrence County CUD 20,,31.6,190.0,17.8,107.0
120800010260000,District,,Richland County CUSD 1,,31.0,350.0,28.8,325.0
130140010260000,District,,Carlyle CUSD 1,,46.2,251.0,31.3,170.0
130140030260000,District,,Wesclin CUSD 3,,44.4,306.0,34.1,235.0
130140120040000,District,,Breese ESD 12,,65.7,251.0,43.2,165.0
130140210020000,District,,Aviston SD 21,,84.9,185.0,72.4,157.0
130140460020000,District,,Willow Grove SD 46,,22.7,25.0,20.9,23.0
130140570020000,District,,Bartelso SD 57,,84.4,81.0,67.7,65.0
130140600020000,District,,Germantown SD 60,,70.1,110.0,73.2,115.0
130140620020000,District,,Damiansville SD 62,,35.7,20.0,50.0,28.0
130140630020000,District,,Albers SD 63,,62.2,74.0,52.1,62.0
130140710160000,District,,Central CHSD 71,,47.6,68.0,40.6,58.0
130141415020000,District,,St Rose SD 14-15,,68.0,70.0,50.5,52.0
130141860020000,District,,North Wamac SD 186,,36.8,28.0,31.6,24.0
130410010260000,District,,Waltonville CUSD 1,,52.7,99.0,26.6,50.0
130410020040000,District,,Rome CCSD 2,,27.9,70.0,15.9,40.0
130410030040000,District,,Field CCSD 3,,26.1,41.0,22.9,36.0
130410050040000,District,,Opdyke-Belle-Rive CCSD 5,,49.4,43.0,31.4,27.0
130410060040000,District,,Grand Prairie CCSD 6,,13.0,7.0,11.1,6.0
130410120040000,District,,McClellan CCSD 12,,44.7,17.0,57.9,22.0
130410790020000,District,,Summersville SD 79,,52.2,83.0,51.6,82.0
130410800020000,District,,Mount Vernon SD 80,,18.2,164.0,9.8,88.0
130410820020000,District,,Bethel SD 82,,29.9,35.0,32.5,38.0
130410990040000,District,,Farrington CCSD 99,,48.8,21.0,46.5,20.0
130411780040000,District,,Spring Garden Community Consolidated School District 178,,27.6,43.0,16.6,26.0
130412010170000,District,,Mt Vernon Twp HSD 201,,22.3,64.0,19.2,55.0
130412090270000,District,,Woodlawn Unit School District 209,,36.6,87.0,28.2,67.0
130413180270000,District,,Bluford Unit School District 318,,30.3,56.0,13.6,25.0
130580010030000,District,,Raccoon Cons SD 1,,47.7,73.0,28.8,44.0
130580020030000,District,,Kell Cons SD 2,,26.6,17.0,4.7,3.0
130580070040000,District,,Iuka CCSD 7,,69.8,88.0,55.6,70.0
130580100040000,District,,Selmaville CCSD 10,,50.0,95.0,25.3,48.0
130581000260000,District,,Patoka CUSD 100,,23.2,29.0,11.2,14.0
130581110020000,District,,Salem SD 111,,57.9,365.0,41.0,258.0
130581330020000,District,,Central City SD 133,,24.8,53.0,8.4,18.0
130581350020000,District,,Centralia SD 135,,21.1,172.0,16.7,136.0
130582000170000,District,,Centralia HSD 200,,26.2,60.0,19.7,45.0
130584010260000,District,,South Central CUD 401,,30.9,101.0,12.3,40.0
130585010260000,District,,Sandoval CUSD 501,,20.6,49.0,23.2,55.0
130586000160000,District,,Salem CHSD 600,,33.8,51.0,27.8,42.0
130587220260000,District,,Odin PSD 722,,19.3,26.0,9.0,12.0
130950010040000,District,,Oakdale CCSD 1,,40.4,19.0,44.7,21.0
130950100260000,District,,West Washington Co CUD 10,,50.5,140.0,39.4,109.0
130950110040000,District,,Irvington CCSD 11,,30.8,12.0,35.9,14.0
130950150040000,District,,Ashley CCSD 15,,34.1,28.0,17.3,14.0
130950490040000,District,,Nashville CCSD 49,,34.5,113.0,24.9,82.0
130950990160000,District,,Nashville CHSD 99,,30.4,35.0,28.7,33.0
150162990250000,District,,City of Chicago SD 299,,27.0,49243.0,23.8,43193.0
150169000250000,District,,Horizon Science Acad-McKinley Park Charter Sch,,44.9,183.0,41.7,170.0
150169010250000,District,,Horizon Science Acad-Belmont Charter Sch,,36.3,123.0,25.4,86.0
150169020250000,District,,Amandla Charter School,,4.3,3.0,1.4,1.0
150169030250000,District,,Bronzeville Academy Chtr School,,7.0,11.0,2.5,4.0
150169040250000,District,,Betty Shabazz  International Charter School,,12.3,43.0,7.7,27.0
160194240260000,District,,Genoa Kingston CUSD 424,,42.8,372.0,33.7,293.0
160194250260000,District,,Indian Creek CUSD 425,,40.0,148.0,28.9,107.0
160194260260000,District,,Hiawatha CUSD 426,,22.4,51.0,15.8,36.0
160194270260000,District,,Sycamore CUSD 427,,45.1,910.0,38.0,766.0
160194280260000,District,,DeKalb CUSD 428,,22.0,753.0,19.7,675.0
160194290260000,District,,Hinckley Big Rock CUSD 429,,56.9,206.0,43.1,155.0
160194300260000,District,,Sandwich CUSD 430,,40.5,406.0,34.0,341.0
160194320260000,District,,Somonauk CUSD 432,,51.5,217.0,47.3,199.0
170200150260000,District,,Clinton CUSD 15,,37.9,330.0,22.8,198.0
170200180260000,District,,Blue Ridge CUSD 18,,36.2,121.0,23.4,78.0
170530050260000,District,,Woodland CUSD 5,,20.6,57.0,19.5,54.0
17053006J260000,District,,Tri Point CUSD 6-J,,41.1,83.0,34.2,69.0
170530080260000,District,,Prairie Central CUSD 8,,48.1,442.0,37.8,347.0
170530740270000,District,,Flanagan-Cornell Dist 74,,29.6,42.0,14.8,21.0
170530900170000,District,,Pontiac Twp HSD 90,,26.4,38.0,25.7,37.0
170532300170000,District,,Dwight Twp HSD 230,,41.8,23.0,40.0,22.0
170532320020000,District,,Dwight Common SD 232,,28.7,86.0,28.4,85.0
170534250040000,District,,Rooks Creek CCSD 425,,31.0,9.0,20.7,6.0
170534260040000,District,,Cornell CCSD 426,,15.7,11.0,15.9,11.0
170534290040000,District,,Pontiac CCSD 429,,26.9,198.0,18.0,133.0
170534350040000,District,,Odell CCSD 435,,41.8,33.0,19.0,15.0
170534380040000,District,,Saunemin CCSD 438,,21.5,14.0,32.3,21.0
170540210260000,District,,Hartsburg Emden CUSD 21,,36.8,42.0,33.3,38.0
170540230260000,District,,Mt Pulaski CUSD 23,,30.1,85.0,22.7,64.0
170540270020000,District,,Lincoln ESD 27,,51.3,350.0,36.7,250.0
170540610040000,District,,Chester-East Lincoln CCSD 61,,44.6,87.0,32.3,63.0
170540880020000,District,,New Holland-Middletown ED 88,,28.6,18.0,14.3,9.0
170540920040000,District,,West Lincoln-Broadwell ESD 92,,41.0,50.0,36.9,45.0
170544040160000,District,,Lincoln CHSD 404,,34.6,65.0,32.4,61.0
170640020260000,District,,LeRoy CUSD 2,,29.0,117.0,42.3,171.0
170640030260000,District,,Tri Valley CUSD 3,,69.0,390.0,61.9,350.0
170640040260000,District,,Heyworth CUSD 4,,40.4,208.0,36.3,187.0
170640050260000,District,,McLean County USD 5,,42.0,2845.0,39.3,2656.0
170640070260000,District,,Lexington CUSD 7,,47.4,128.0,32.6,88.0
170640160260000,District,,Olympia CUSD 16,,34.1,313.0,33.3,304.0
170640190260000,District,,Ridgeview CUSD 19,,26.7,80.0,21.7,65.0
170640870250000,District,,Bloomington SD 87,,25.8,692.0,20.2,543.0
190220020020000,District,,Bensenville SD 2,,33.9,480.0,26.3,372.0
190220040020000,District,,Addison SD 4,,28.1,731.0,19.7,512.0
190220070020000,District,,Wood Dale SD 7,,33.7,234.0,25.5,177.0
190220100020000,District,,Itasca SD 10,,51.9,365.0,49.4,348.0
190220110020000,District,,Medinah SD 11,,47.5,199.0,41.0,171.0
190220120020000,District,,Roselle SD 12,,56.3,250.0,53.4,237.0
190220130020000,District,,Bloomingdale SD 13,,66.9,636.0,54.3,516.0
190220150020000,District,,Marquardt SD 15,,28.5,476.0,26.9,449.0
190220160020000,District,,Queen Bee SD 16,,46.2,552.0,33.7,402.0
190220200020000,District,,Keeneyville SD 20,,27.7,270.0,22.1,215.0
190220250020000,District,,Benjamin SD 25,,57.0,235.0,52.7,217.0
190220330020000,District,,West Chicago ESD 33,,19.2,499.0,17.6,456.0
190220340020000,District,,Winfield SD 34,,57.7,97.0,54.8,92.0
190220410020000,District,,Glen Ellyn SD 41,,55.2,1247.0,59.4,1340.0
190220440020000,District,,Lombard SD 44,,48.4,964.0,45.9,913.0
190220450020000,District,,SD 45 DuPage County,,36.0,798.0,34.1,756.0
190220480020000,District,,Salt Creek SD 48,,39.5,122.0,35.9,111.0
190220530020000,District,,Butler SD 53,,81.4,329.0,77.7,314.0
190220580020000,District,,Downers Grove GSD 58,,49.3,1618.0,47.8,1568.0
190220600020000,District,,Maercker SD 60,,52.5,491.0,55.1,515.0
190220610020000,District,,Darien SD 61,,39.4,365.0,36.7,340.0
190220620020000,District,,Gower SD 62,,62.4,340.0,58.8,320.0
190220630020000,District,,Cass SD 63,,60.5,289.0,51.6,247.0
190220660020000,District,,Center Cass SD 66,,58.1,408.0,50.9,357.0
190220680020000,District,,Woodridge SD 68,,49.5,966.0,37.2,727.0
190220860170000,District,,Hinsdale Twp HSD 86,,64.8,643.0,67.8,673.0
190220870170000,District,,Glenbard Twp HSD 87,,43.9,846.0,42.6,820.0
190220880160000,District,,DuPage HSD 88,,31.5,275.0,29.7,259.0
190220890040000,District,,CCSD 89,,61.8,853.0,59.7,824.0
190220930040000,District,,CCSD 93,,48.8,1144.0,40.2,938.0
190220940160000,District,,CHSD 94,,27.6,128.0,27.2,126.0
190220990160000,District,,CHSD 99,,47.9,562.0,53.5,628.0
190221000160000,District,,Fenton CHSD 100,,27.4,96.0,29.7,104.0
190221080160000,District,,Lake Park CHSD 108,,49.2,284.0,52.3,302.0
190221800040000,District,,CCSD 180,,22.6,83.0,16.6,61.0
190221810040000,District,,Hinsdale CCSD 181,,76.3,1953.0,71.4,1828.0
190222000260000,District,,CUSD 200,,51.9,3379.0,48.5,3154.0
190222010260000,District,,CUSD 201,,55.6,365.0,46.6,306.0
190222020260000,District,,Lisle CUSD 202,,46.4,331.0,46.4,331.0
190222030260000,District,,Naperville CUSD 203,,71.6,6153.0,63.5,5448.0
190222040260000,District,,Indian Prairie CUSD 204,,58.7,8474.0,57.0,8220.0
190222050260000,District,,Elmhurst SD 205,,53.2,2337.0,53.1,2334.0
200240010260000,District,,Edwards County CUSD 1,,48.4,211.0,30.0,131.0
200300070260000,District,,Gallatin CUSD 7,,39.1,154.0,14.5,57.0
200330100260000,District,,Hamilton Co CUSD 10,,46.7,287.0,34.0,209.0
200350010260000,District,,Hardin County CUSD 1,,23.0,67.0,13.1,38.0
200760010260000,District,,Pope Co CUD 1,,36.7,98.0,18.4,49.0
200830010260000,District,,Galatia CUSD 1,,32.7,71.0,20.4,44.0
200830020260000,District,,Carrier Mills-Stonefort CUSD 2,,21.6,46.0,11.7,25.0
200830030260000,District,,Harrisburg CUSD 3,,33.7,327.0,9.8,95.0
200830040260000,District,,Eldorado CUSD 4,,30.1,162.0,21.3,115.0
200930170240000,District,,Allendale CCSD 17,,51.9,41.0,32.9,26.0
200933480260000,District,,Wabash CUSD 348,,39.4,287.0,25.8,188.0
200960060040000,District,,New Hope CCSD 6,,72.3,81.0,60.7,68.0
200960140040000,District,,Geff CCSD 14,,44.6,29.0,20.0,13.0
200960170040000,District,,Jasper CCSD 17,,51.7,61.0,48.3,57.0
200961000260000,District,,Wayne City CUSD 100,,43.1,110.0,41.2,105.0
200961120040000,District,,Fairfield PSD 112,,35.3,134.0,30.0,114.0
200962000260000,District,,North Wayne CUSD 200,,36.6,71.0,33.0,64.0
200962250160000,District,,Fairfield Comm H S Dist 225,,24.5,23.0,13.8,13.0
200970010260000,District,,Grayville CUSD 1,,25.3,38.0,20.0,30.0
200970030260000,District,,Norris City-Omaha-Enfield CUSD 3,,27.9,103.0,12.5,46.0
200970050260000,District,,Carmi-White County CUSD 5,,44.7,328.0,31.5,231.0
210280470040000,District,,Benton CCSD 47,,30.5,221.0,22.9,166.0
210280910040000,District,,Akin CCSD 91,,37.7,20.0,34.0,18.0
210280990260000,District,,Christopher USD 99,,34.6,138.0,17.3,69.0
210281030130000,District,,Benton Cons HSD 103,,22.1,31.0,21.4,30.0
210281150040000,District,,Ewing Northern CCSD 115,,63.9,69.0,31.5,34.0
210281680260000,District,,Frankfort CUSD 168,,25.9,217.0,15.2,127.0
210281740260000,District,,Thompsonville CUSD 174,,15.3,26.0,12.9,22.0
210281880260000,District,,Zeigler-Royalton CUSD 188,,23.7,66.0,16.1,45.0
210281960260000,District,,Sesser-Valier CUSD 196,,24.6,83.0,24.6,83.0
210440010260000,District,,Goreville CUD 1,,43.6,125.0,22.0,63.0
210440320030000,District,,New Simpson Hill SD 32,,39.4,52.0,32.6,43.0
210440430030000,District,,Buncombe Cons SD 43,,15.2,5.0,12.1,4.0
210440550020000,District,,Vienna SD 55,,55.0,138.0,32.3,81.0
210440640020000,District,,Cypress SD 64,,26.8,15.0,7.1,4.0
210441330170000,District,,Vienna HSD 133,,32.7,27.0,16.9,14.0
210610010260000,District,,Massac UD 1,,41.2,441.0,37.2,398.0
210610380260000,District,,Joppa-Maple Grove UD 38,,37.9,50.0,41.7,55.0
211000010260000,District,,Johnston City CUSD 1,,19.9,111.0,21.4,119.0
211000020260000,District,,Marion CUSD 2,,41.8,841.0,31.1,626.0
211000030260000,District,,Crab Orchard CUSD 3,,24.7,64.0,17.8,46.0
211000040260000,District,,Herrin CUSD 4,,43.3,508.0,33.2,390.0
211000050260000,District,,Carterville CUSD 5,,60.7,697.0,44.5,510.0
240320010260000,District,,Coal City CUSD 1,,57.7,626.0,46.2,501.0
24032002C020000,District,,Mazon-Verona-Kinsman ESD 2C,,39.4,80.0,32.0,65.0
24032024C040000,District,,Nettle Creek CCSD 24C,,66.2,43.0,47.7,31.0
240320540020000,District,,Morris SD 54,,32.9,235.0,21.8,156.0
24032060C040000,District,,Saratoga CCSD 60C,,65.0,329.0,51.3,259.0
24032072C040000,District,,Gardner CCSD 72C,,40.0,48.0,36.7,44.0
240320730170000,District,,Gardner S Wilmington Twp HSD 73,,38.9,17.0,27.5,12.0
240320740030000,District,,South Wilmington CCSD 74,,46.8,29.0,43.5,27.0
240320750020000,District,,Braceville SD 75,,36.7,22.0,26.7,16.0
240321010160000,District,,Morris CHSD 101,,33.9,75.0,39.4,87.0
240321110160000,District,,Minooka CHSD 111,,41.3,284.0,34.3,236.0
240322010040000,District,,Minooka CCSD 201,,38.5,1183.0,29.7,911.0
240470180160000,District,,Newark CHSD 18,,32.3,10.0,16.1,5.0
240470660040000,District,,Newark CCSD 66,,58.7,105.0,41.9,75.0
240470880260000,District,,Plano CUSD 88,,27.4,332.0,23.6,286.0
240470900040000,District,,Lisbon CCSD 90,,78.3,54.0,73.9,51.0
240471150260000,District,,Yorkville CUSD 115,,50.0,1690.0,37.5,1261.0
240473080260000,District,,CUSD 308,,42.7,4069.0,38.9,3708.0
260290010260000,District,,Astoria CUSD 1,,30.6,52.0,7.6,13.0
260290020260000,District,,V I T CUSD 2,,14.4,24.0,9.0,15.0
260290030260000,District,,CUSD 3 Fulton County,,36.8,81.0,20.0,44.0
260290040260000,District,,Spoon River Valley CUSD 4,,46.2,73.0,37.3,59.0
260290660250000,District,,Canton Union SD 66,,34.4,426.0,29.1,360.0
260290970260000,District,,Lewistown CUSD 97,,22.0,72.0,16.2,53.0
260343070160000,District,,Illini West H S Dist 307,,28.4,21.0,27.0,20.0
260343160260000,District,,Warsaw CUSD 316,,37.0,54.0,26.7,39.0
260343170040000,District,,Carthage ESD 317,,53.4,148.0,33.6,93.0
260343250260000,District,,Nauvoo-Colusa CUSD 325,,24.9,46.0,15.7,29.0
260343270040000,District,,Dallas ESD 327,,23.3,27.0,18.3,21.0
260343280240000,District,,Hamilton CCSD 328,,47.8,151.0,32.6,103.0
260343370260000,District,,Southeastern CUSD 337,,41.0,98.0,27.6,66.0
260343470040000,District,,La Harpe CSD 347,,23.6,30.0,20.5,26.0
260621030260000,District,,West Prairie CUSD 103,,31.5,94.0,20.0,58.0
260621700260000,District,,Bushnell Prairie City CUSD 170,,14.8,49.0,10.6,35.0
260621850260000,District,,Macomb CUSD 185,,33.3,340.0,25.7,262.0
260850050260000,District,,Schuyler-Industry CUSD 5,,24.8,130.0,21.0,110.0
280060170040000,District,,Ohio CCSD 17,,42.6,20.0,44.7,21.0
280060840040000,District,,Malden CCSD 84,,31.0,18.0,20.7,12.0
280060940040000,District,,Ladd CCSD 94,,33.1,39.0,25.6,30.0
280060980020000,District,,Dalzell SD 98,,62.9,22.0,48.6,17.0
280060990040000,District,,Spring Valley CCSD 99,,31.1,122.0,22.7,89.0
280061030220000,District,,DePue USD 103,,25.9,50.0,8.8,17.0
280061150020000,District,,Princeton ESD 115,,37.3,246.0,23.8,157.0
280063030260000,District,,La Moille CUSD 303,,12.0,15.0,18.4,23.0
280063400260000,District,,Bureau Valley CUSD 340,,34.0,193.0,22.8,129.0
280065000150000,District,,Princeton HSD 500,,34.6,45.0,24.6,32.0
280065020170000,District,,Hall HSD 502,,30.2,32.0,27.4,29.0
280065050160000,District,,Ohio CHSD 505,,,,,
280371900020000,District,,Colona SD 190,,18.4,49.0,12.0,32.0
280372230260000,District,,Orion CUSD 223,,45.1,232.0,48.4,249.0
280372240260000,District,,Galva CUSD 224,,28.5,72.0,26.9,68.0
280372250260000,District,,AlWood CUSD 225,,45.0,81.0,20.6,37.0
280372260260000,District,,Annawan CUSD 226,,35.6,62.0,30.5,53.0
280372270260000,District,,Cambridge CUSD 227,,25.7,58.0,23.5,53.0
280372280260000,District,,Geneseo CUSD 228,,34.7,475.0,33.4,457.0
280372290260000,District,,Kewanee CUSD 229,,31.3,308.0,16.1,157.0
280372300260000,District,,Wethersfield CUSD 230,,41.4,118.0,26.8,76.0
280880010260000,District,,Bradford CUSD 1,,37.5,36.0,30.2,29.0
280881000260000,District,,Stark County CUSD 100,,32.5,114.0,25.6,90.0
300020010220000,District,,Cairo USD 1,,4.2,6.0,3.5,5.0
300020050260000,District,,Egyptian CUSD 5,,16.1,31.0,13.0,25.0
300390860030000,District,,DeSoto Cons SD 86,,23.4,33.0,24.1,34.0
300390950020000,District,,Carbondale ESD 95,,21.0,188.0,15.1,135.0
300391300040000,District,,Giant City CCSD 130,,74.5,114.0,56.2,86.0
300391400040000,District,,Unity Point CCSD 140,,54.3,190.0,34.6,121.0
300391650160000,District,,Carbondale CHSD 165,,36.3,90.0,34.7,86.0
300391760260000,District,,Trico CUSD 176,,34.8,160.0,19.4,89.0
300391860260000,District,,Murphysboro CUSD 186,,17.4,178.0,18.3,187.0
300391960260000,District,,Elverado CUSD 196,,45.4,93.0,24.9,51.0
300730050020000,District,,Tamaroa School Dist 5,,45.3,29.0,28.1,18.0
300730500020000,District,,Pinckneyville SD 50,,49.9,174.0,39.3,138.0
300731010160000,District,,Pinckneyville CHSD 101,,29.8,28.0,28.7,27.0
300732040040000,District,,CCSD 204,,23.1,24.0,20.2,21.0
300733000260000,District,,Du Quoin CUSD 300,,38.7,291.0,24.3,183.0
300771000260000,District,,Century CUSD 100,,13.8,27.0,6.6,13.0
300771010260000,District,,Meridian CUSD 101,,15.1,38.0,11.6,29.0
300910160040000,District,,Lick Creek CCSD 16,,32.6,28.0,29.1,25.0
300910170220000,District,,Cobden SUD 17,,35.1,97.0,28.3,78.0
300910370040000,District,,Anna CCSD 37,,46.4,211.0,21.3,97.0
300910430040000,District,,County of Union Sch Dist No43,,57.1,144.0,37.2,94.0
300910660220000,District,,Dongola USD 66,,11.6,17.0,6.1,9.0
300910810160000,District,,Anna Jonesboro CHSD 81,,32.4,36.0,21.6,24.0
300910840260000,District,,Shawnee CUSD 84,,18.3,26.0,16.9,24.0
310450460220000,District,,SD U-46,,27.0,5295.0,26.2,5136.0
310451010220000,District,,Batavia USD 101,,44.6,1325.0,48.6,1446.0
310451290220000,District,,Aurora West USD 129,,25.2,1592.0,19.5,1234.0
310451310220000,District,,Aurora East USD 131,,18.2,1326.0,13.2,965.0
310453000260000,District,,CUSD 300,,37.9,4182.0,35.4,3903.0
310453010260000,District,,Central CUSD 301,,60.2,1383.0,51.8,1189.0
310453020260000,District,,Kaneland CUSD 302,,38.1,898.0,35.1,825.0
310453030260000,District,,St Charles CUSD 303,,62.2,3908.0,56.2,3527.0
310453040260000,District,,Geneva CUSD 304,,50.7,1493.0,46.8,1378.0
310459000250000,District,,Elgin Math and Science Academy Charter School,,35.3,18.0,47.1,24.0
320380030260000,District,,Donovan CUSD 3,,52.5,84.0,21.9,35.0
320380040260000,District,,Central CUSD 4,,34.6,179.0,29.6,153.0
320380060260000,District,,Cissna Park CUSD 6,,50.7,76.0,41.3,62.0
320380090260000,District,,Iroquois County CUSD 9,,43.0,206.0,29.4,141.0
320380100260000,District,,Iroquois West CUSD 10,,39.0,193.0,29.1,144.0
320381240260000,District,,Milford Area Public Schools District 124,,36.7,106.0,27.0,78.0
320382490260000,District,,Crescent Iroquois CUSD 249,,51.1,24.0,29.8,14.0
320460010260000,District,,Momence CUSD 1,,21.5,117.0,18.0,98.0
320460020260000,District,,Herscher CUSD 2,,41.9,373.0,29.5,263.0
320460050260000,District,,Manteno CUSD 5,,43.2,445.0,28.9,298.0
320460060260000,District,,Grant Park CUSD 6,,41.9,103.0,42.3,104.0
320460530020000,District,,Bourbonnais SD 53,,31.2,503.0,28.7,464.0
320460610020000,District,,Bradley SD 61,,27.3,252.0,18.0,166.0
320461110250000,District,,Kankakee SD 111,,19.2,495.0,12.5,323.0
320462560040000,District,,St Anne CCSD 256,,34.5,76.0,23.2,51.0
320462580040000,District,,St George CCSD 258,,44.6,140.0,34.8,109.0
320462590040000,District,,Pembroke CCSD 259,,11.9,14.0,10.2,12.0
320463020160000,District,,St Anne CHSD 302,,24.6,14.0,14.0,8.0
320463070160000,District,,Bradley Bourbonnais CHSD 307,,28.9,146.0,20.2,102.0
330362350260000,District,,West Central CUSD 235,,18.7,70.0,11.2,42.0
330482020260000,District,,Knoxville CUSD 202,,28.7,145.0,19.8,100.0
330482050260000,District,,Galesburg CUSD 205,,33.0,708.0,20.9,448.0
330482080260000,District,,R O W V A CUSD 208,,42.7,120.0,24.9,70.0
330482100260000,District,,Williamsfield CUSD 210,,53.7,80.0,40.9,61.0
330482760260000,District,,Abingdon-Avon CUSD 276,,24.2,116.0,16.5,79.0
330664040260000,District,,Mercer County School District 404,,32.8,230.0,18.9,133.0
330942380260000,District,,Monmouth-Roseville CUSD 238,,29.1,232.0,16.2,129.0
330943040260000,District,,United CUSD 304,,28.6,134.0,23.9,112.0
340490010020000,District,,Winthrop Harbor SD 1,,44.1,164.0,37.9,141.0
340490030040000,District,,Beach Park CCSD 3,,16.7,251.0,11.3,169.0
340490060020000,District,,Zion ESD 6,,15.7,261.0,8.6,142.0
340490240040000,District,,Millburn CCSD 24,,57.9,469.0,55.8,452.0
340490330020000,District,,Emmons SD 33,,48.2,106.0,34.1,75.0
340490340040000,District,,Antioch CCSD 34,,40.3,758.0,39.6,743.0
340490360020000,District,,Grass Lake SD 36,,31.3,35.0,23.2,26.0
340490370020000,District,,Gavin SD 37,,32.2,164.0,20.8,105.0
340490380020000,District,,Big Hollow SD 38,,32.4,385.0,32.6,377.0
340490410040000,District,,Lake Villa CCSD 41,,43.5,759.0,32.4,564.0
340490460040000,District,,Grayslake CCSD 46,,49.7,1254.0,42.2,1063.0
340490500040000,District,,Woodland CCSD 50,,35.2,1285.0,35.6,1299.0
340490560020000,District,,Gurnee SD 56,,24.0,332.0,19.1,263.0
340490600260000,District,,Waukegan CUSD 60,,18.3,1505.0,15.2,1251.0
340490650020000,District,,Lake Bluff ESD 65,,66.2,395.0,61.1,365.0
