RCDTS,Type,School_Name,District,School_Type,PERC_ELA_Proficiency,NR_ELA_Proficiency,PERC_Math_Proficiency,NR_Math_Proficiency
340490670050000,District,,Lake Forest SD 67,,62.4,728.0,62.5,729.0
340490680020000,District,,Oak Grove SD 68 Green Oaks,,71.6,457.0,66.9,427.0
340490700020000,District,,Libertyville SD 70,,67.1,1081.0,64.5,1039.0
340490720020000,District,,Rondout SD 72,,64.1,59.0,47.8,44.0
340490730040000,District,,Hawthorn CCSD 73,,53.2,1428.0,51.7,1386.0
340490750020000,District,,Mundelein ESD 75,,37.6,415.0,30.7,339.0
340490760020000,District,,Diamond Lake SD 76,,27.9,169.0,18.5,112.0
340490790020000,District,,Fremont SD 79,,54.0,797.0,46.0,679.0
340490950260000,District,,Lake Zurich CUSD 95,,54.0,1588.0,51.8,1523.0
340490960040000,District,,Kildeer Countryside CCSD 96,,74.6,1727.0,72.6,1681.0
340491020040000,District,,Aptakisic-Tripp CCSD 102,,69.6,1087.0,67.6,1055.0
340491030020000,District,,Lincolnshire-Prairieview SD 103,,80.5,1022.0,79.0,1003.0
340491060020000,District,,Bannockburn SD 106,,81.8,81.0,69.7,69.0
340491090020000,District,,Deerfield SD 109,,79.1,1511.0,73.6,1405.0
340491120020000,District,,North Shore SD 112,,53.8,1339.0,51.1,1273.0
340491130170000,District,,Twp HSD 113,,68.1,608.0,66.3,592.0
340491140020000,District,,Fox Lake GSD 114,,31.4,148.0,23.1,109.0
340491150160000,District,,Lake Forest CHSD 115,,81.1,318.0,74.7,293.0
340491160260000,District,,Round Lake CUSD 116,,15.6,577.0,12.6,466.0
340491170160000,District,,CHSD 117,,43.9,276.0,43.8,275.0
340491180260000,District,,Wauconda CUSD 118,,42.5,1055.0,32.0,793.0
340491200130000,District,,Mundelein Cons HSD 120,,39.5,200.0,38.7,196.0
340491210170000,District,,Warren Twp HSD 121,,47.3,465.0,41.8,411.0
340491240160000,District,,Grant CHSD 124,,33.5,150.0,31.0,139.0
340491250130000,District,,Adlai E Stevenson HSD 125,,74.5,756.0,76.1,772.0
340491260170000,District,,Zion-Benton Twp HSD 126,,22.7,133.0,14.5,85.0
340491270160000,District,,Grayslake CHSD 127,,53.1,372.0,46.4,324.0
340491280160000,District,,CHSD 128,,71.3,572.0,72.7,583.0
340491870260000,District,,North Chicago SD 187,,16.4,280.0,11.8,200.0
340492200260000,District,,Barrington CUSD 220,,59.4,2712.0,55.9,2552.0
340499000250000,District,,Prairie Crossing Charter School,,54.4,156.0,57.5,165.0
340499010250000,District,,LEARN Charter 9 Campus in Waukegan,,28.4,48.0,19.5,33.0
350500010260000,District,,Leland CUSD 1,,22.4,33.0,23.1,34.0
350500020260000,District,,Serena CUSD 2,,22.8,77.0,22.8,77.0
350500090260000,District,,Earlville CUSD 9,,41.6,82.0,29.9,59.0
350500175040000,District,,Dimmick Community Consolidated SD #175,,51.7,60.0,39.7,46.0
350500400170000,District,,Streator Twp HSD 40,,23.6,45.0,19.4,37.0
350500440020000,District,,Streator ESD 44,,24.0,231.0,21.3,204.0
350500650040000,District,,Allen-Otter Creek CCSD 65,,30.2,16.0,15.1,8.0
350500790040000,District,,Tonica CCSD 79,,20.7,23.0,13.5,15.0
350500820040000,District,,Deer Park CCSD 82,,30.4,15.0,14.2,7.0
350500950040000,District,,Grand Ridge CCSD 95,,55.6,75.0,41.5,56.0
350501200170000,District,,La Salle-Peru Twp HSD 120,,36.4,102.0,25.4,71.0
350501220020000,District,,La Salle ESD 122,,13.2,74.0,4.5,25.0
350501240020000,District,,Peru ESD 124,,44.8,257.0,25.5,146.0
350501250020000,District,,Oglesby ESD 125,,26.6,78.0,15.3,45.0
350501400170000,District,,Ottawa Twp HSD 140,,33.3,92.0,25.4,70.0
350501410020000,District,,Ottawa ESD 141,,32.6,408.0,26.1,327.0
350501500020000,District,,Marseilles ESD 150,,19.5,66.0,18.9,64.0
350501600170000,District,,Seneca Twp HSD 160,,35.6,36.0,32.7,33.0
350501700040000,District,,Seneca CCSD 170,,48.7,148.0,36.5,111.0
350501850040000,District,,Waltham CCSD 185,,54.1,85.0,31.8,50.0
350501950040000,District,,Wallace CCSD 195,,52.3,113.0,42.1,91.0
350502100040000,District,,Miller Twp CCSD 210,,51.4,73.0,27.7,39.0
350502300040000,District,,Rutland CCSD 230,,37.5,18.0,33.3,16.0
350502800170000,District,,Mendota Twp HSD 280,,30.5,39.0,32.8,42.0
350502890040000,District,,Mendota CCSD 289,,38.9,265.0,29.9,204.0
350504250260000,District,,Lostant CUSD 425,,54.3,25.0,34.8,16.0
350590050260000,District,,Henry-Senachwine CUSD 5,,30.5,86.0,18.9,53.0
350590070260000,District,,Midland CUSD 7,,51.8,185.0,27.2,97.0
350785350260000,District,,Putnam County CUSD 535,,30.7,126.0,22.4,92.0
390550010260000,District,,Argenta-Oreana CUSD 1,,31.9,151.0,26.1,123.0
390550020260000,District,,Maroa Forsyth CUSD 2,,50.1,306.0,36.2,221.0
390550030260000,District,,Mt Zion CUSD 3,,43.1,590.0,41.0,559.0
390550090260000,District,,Sangamon Valley CUSD 9,,52.5,197.0,25.6,96.0
390550110260000,District,,Warrensburg-Latham CUSD 11,,46.5,242.0,28.3,147.0
390550150260000,District,,Meridian CUSD 15,,32.6,175.0,26.5,142.0
390550610250000,District,,Decatur SD 61,,12.1,538.0,6.9,304.0
390740050260000,District,,Bement CUSD 5,,54.8,80.0,28.1,41.0
390740250260000,District,,Monticello CUSD 25,,55.3,445.0,39.4,317.0
390740570260000,District,,Deland-Weldon CUSD 57,,19.3,21.0,9.2,10.0
390741000260000,District,,Cerro Gordo CUSD 100,,55.8,130.0,33.5,78.0
400070400260000,District,,Calhoun CUSD 40,,40.6,95.0,38.7,91.0
400070420260000,District,,Brussels CUSD 42,,35.3,18.0,31.4,16.0
400310010260000,District,,Carrollton CUSD 1,,25.0,60.0,24.2,58.0
400310030260000,District,,North Greene CUSD 3,,31.5,138.0,21.3,93.0
400310100260000,District,,Greenfield CUSD 10,,32.7,66.0,30.2,61.0
400421000260000,District,,Jersey CUSD 100,,46.1,583.0,35.3,446.0
400560010260000,District,,Carlinville CUSD 1,,52.2,376.0,36.4,262.0
400560020260000,District,,Northwestern CUSD 2,,23.6,41.0,12.0,21.0
400560050260000,District,,Mount Olive CUSD 5,,34.6,75.0,35.5,77.0
400560060260000,District,,Staunton CUSD 6,,30.5,206.0,21.8,147.0
400560070260000,District,,Gillespie CUSD 7,,40.0,259.0,26.0,169.0
400560080260000,District,,Bunker Hill CUSD 8,,31.6,94.0,16.8,50.0
400560090260000,District,,Southwestern CUSD 9,,42.5,304.0,29.5,211.0
400560340260000,District,,North Mac CUSD 34,,38.9,267.0,20.5,141.0
410570010260000,District,,Roxana CUSD 1,,29.9,277.0,26.2,243.0
410570020260000,District,,Triad CUSD 2,,47.3,925.0,45.8,897.0
410570030260000,District,,Venice CUSD 3,,7.0,3.0,7.0,3.0
410570050260000,District,,Highland CUSD 5,,42.6,613.0,41.0,589.0
410570070260000,District,,Edwardsville CUSD 7,,53.0,2094.0,51.0,2015.0
410570080260000,District,,Bethalto CUSD 8,,37.1,463.0,24.8,310.0
410570090260000,District,,Granite City CUSD 9,,18.2,556.0,13.0,397.0
410570100260000,District,,Collinsville CUSD 10,,27.2,912.0,22.7,760.0
410570110260000,District,,Alton CUSD 11,,23.0,717.0,21.8,679.0
410570120260000,District,,Madison CUSD 12,,8.3,30.0,5.8,21.0
410570130020000,District,,East Alton SD 13,,24.4,112.0,18.1,83.0
410570140160000,District,,East Alton-Wood River CHSD 14,,19.8,25.0,12.7,16.0
410570150030000,District,,Wood River-Hartford ESD 15,,28.5,117.0,14.6,60.0
440630020030000,District,,Nippersink SD 2,,61.2,469.0,46.7,357.0
440630030030000,District,,Fox River Grove Cons SD 3,,53.1,145.0,45.4,124.0
440630120260000,District,,Johnsburg CUSD 12,,39.0,365.0,39.6,371.0
440630150040000,District,,McHenry CCSD 15,,39.8,1179.0,27.8,823.0
440630180040000,District,,Riley CCSD 18,,44.8,91.0,37.9,77.0
440630190240000,District,,Alden Hebron SD 19,,34.6,72.0,34.1,71.0
440630260040000,District,,Cary CCSD 26,,42.9,685.0,38.7,616.0
440630360020000,District,,Harrison SD 36,,22.4,57.0,20.9,53.0
440630460030000,District,,Prairie Grove CSD 46,,64.3,279.0,39.9,173.0
440630470040000,District,,Crystal Lake CCSD 47,,42.3,2107.0,42.1,2097.0
440630500260000,District,,Harvard CUSD 50,,18.3,247.0,13.2,179.0
440631540160000,District,,Marengo CHSD 154,,45.8,65.0,41.5,59.0
440631550160000,District,,CHSD 155,,49.3,712.0,49.6,716.0
440631560160000,District,,McHenry CHSD 156,,36.7,192.0,33.8,177.0
440631570160000,District,,Richmond-Burton CHSD 157,,51.2,87.0,46.5,79.0
440631580220000,District,,Huntley Community School District 158,,54.3,2664.0,46.0,2253.0
440631650030000,District,,Marengo-Union E Cons D 165,,42.0,280.0,42.4,283.0
440632000260000,District,,Woodstock CUSD 200,,46.4,1470.0,32.2,1018.0
450670030260000,District,,Valmeyer CUSD 3,,35.8,76.0,30.7,65.0
450670040260000,District,,Columbia CUSD 4,,51.5,530.0,60.1,619.0
450670050260000,District,,Waterloo CUSD 5,,60.2,891.0,55.2,817.0
450790010220000,District,,Coulterville USD 1,,29.8,36.0,11.6,14.0
450791320260000,District,,Red Bud CUSD 132,,43.0,211.0,26.2,128.0
450791340040000,District,,Prairie Du Rocher CCSD 134,,23.8,19.0,22.5,18.0
450791380260000,District,,Steeleville CUSD 138,,36.2,76.0,22.4,47.0
450791390260000,District,,Chester CUSD 139,,40.3,204.0,16.4,83.0
450791400260000,District,,Sparta CUSD 140,,25.9,157.0,21.9,133.0
470521700220000,District,,Dixon USD 170,,26.6,370.0,20.6,287.0
470522200020000,District,,Steward ESD 220,,46.8,22.0,30.4,14.0
470522710260000,District,,Paw Paw CUSD 271,,20.7,18.0,6.9,6.0
470522720260000,District,,Amboy CUSD 272,,33.2,126.0,18.9,72.0
470522750260000,District,,Ashton-Franklin Center CUSD 275,,25.5,69.0,20.3,55.0
470711440030000,District,,Kings Cons SD 144,,59.6,34.0,40.4,23.0
470711610040000,District,,Creston CCSD 161,,36.5,23.0,38.1,24.0
470712120170000,District,,Rochelle Twp HSD 212,,28.5,55.0,24.4,47.0
470712200260000,District,,Oregon CUSD 220,,25.3,193.0,28.7,219.0
470712210260000,District,,Forrestville Valley CUSD 221,,45.3,199.0,36.0,158.0
470712220260000,District,,Polo CUSD 222,,46.9,142.0,33.0,100.0
470712230260000,District,,Meridian CUSD 223,,39.0,325.0,29.3,244.0
470712260260000,District,,Byron CUSD 226,,61.1,464.0,56.6,430.0
470712310040000,District,,Rochelle CCSD 231,,32.8,327.0,26.1,260.0
470712690040000,District,,Eswood CCSD 269,,52.0,26.0,34.0,17.0
470980010260000,District,,Erie CUSD 1,,55.2,171.0,42.4,131.0
470980020260000,District,,River Bend CUSD 2,,40.5,198.0,29.7,145.0
470980030260000,District,,Prophetstown-Lyndon-Tampico CUSD3,,46.8,176.0,28.1,106.0
470980050260000,District,,Sterling CUSD 5,,32.0,552.0,21.1,363.0
470980060260000,District,,Morrison CUSD 6,,42.3,236.0,31.8,178.0
470980130020000,District,,Rock Falls ESD 13,,40.1,230.0,26.4,151.0
470980200020000,District,,East Coloma - Nelson CESD 20,,37.3,60.0,28.0,45.0
470981450040000,District,,Montmorency CCSD 145,,30.7,51.0,28.9,48.0
470983010170000,District,,Rock Falls Twp HSD 301,,30.8,49.0,13.8,22.0
480720620020000,District,,Pleasant Valley SD 62,,35.5,87.0,16.0,39.0
480720630020000,District,,Norwood ESD 63,,31.9,95.0,21.8,64.0
480720660020000,District,,Bartonville SD 66,,28.8,42.0,18.2,26.0
480720680020000,District,,Oak Grove SD 68  Bartonville,,33.3,57.0,24.6,42.0
480720690020000,District,,Pleasant Hill SD 69,,17.0,27.0,9.5,15.0
480720700020000,District,,Monroe SD 70,,67.5,154.0,42.1,96.0
480721500250000,District,,Peoria SD 150,,17.8,1160.0,15.5,1007.0
480722650260000,District,,Farmington Central CUSD 265,,39.2,269.0,30.3,208.0
480723090260000,District,,Brimfield CUSD 309,,47.1,156.0,52.0,172.0
480723100160000,District,,Limestone CHSD 310,,35.1,74.0,24.2,51.0
480723160040000,District,,Limestone Walters CCSD 316,,53.2,66.0,48.4,60.0
480723210260000,District,,Il Valley Central USD 321,,54.8,577.0,37.3,393.0
480723220260000,District,,Elmwood CUSD 322,,52.4,189.0,38.3,138.0
480723230260000,District,,Dunlap CUSD 323,,64.3,1535.0,60.1,1434.0
480723250260000,District,,Peoria Heights CUSD 325,,20.4,79.0,10.3,40.0
480723260260000,District,,Princeville CUSD 326,,48.0,168.0,46.3,162.0
480723270260000,District,,Illini Bluffs CUSD 327,,49.2,245.0,27.3,136.0
480723280030000,District,,Hollis Cons SD 328,,50.5,52.0,41.7,43.0
490810290020000,District,,Hampton SD 29,,56.6,86.0,42.1,64.0
490810300170000,District,,United Twp HSD 30,,20.3,83.0,16.6,68.0
490810340020000,District,,Silvis SD 34,,14.6,57.0,11.0,43.0
490810360020000,District,,Carbon Cliff-Barstow SD 36,,15.2,25.0,11.5,19.0
490810370020000,District,,East Moline SD 37,,26.2,449.0,14.2,242.0
490810400220000,District,,Moline-Coal Valley CUSD 40,,25.1,929.0,19.8,732.0
490810410250000,District,,Rock Island SD 41,,21.7,692.0,20.3,649.0
490811000260000,District,,Riverdale CUSD 100,,48.9,299.0,40.7,248.0
490812000260000,District,,Sherrard CUSD 200,,45.2,340.0,38.2,287.0
490813000260000,District,,Rockridge CUSD 300,,31.8,186.0,27.7,162.0
500820090260000,District,,Lebanon CUSD 9,,30.6,93.0,17.8,54.0
500820190260000,District,,Mascoutah CUD 19,,58.1,1266.0,48.5,1056.0
500820300030000,District,,St Libory Cons SD 30,,42.0,21.0,49.0,25.0
500820400260000,District,,Marissa CUSD 40,,25.4,72.0,20.1,57.0
500820600260000,District,,New Athens CUSD 60,,50.7,145.0,38.2,109.0
500820700040000,District,,Freeburg CCSD 70,,63.3,330.0,50.7,264.0
500820770160000,District,,Freeburg CHSD 77,,50.3,88.0,53.1,93.0
500820850020000,District,,Shiloh Village SD 85,,56.0,204.0,45.6,166.0
500820900040000,District,,O Fallon CCSD 90,,56.9,1420.0,49.4,1229.0
500821040020000,District,,Central SD 104,,26.8,103.0,18.2,70.0
500821050020000,District,,Pontiac-W Holliday SD 105,,45.4,206.0,30.2,137.0
500821100040000,District,,Grant CCSD 110,,23.3,93.0,21.4,85.0
500821130020000,District,,Wolf Branch SD 113,,61.3,309.0,53.1,268.0
500821150020000,District,,Whiteside SD 115,,33.4,276.0,21.6,178.0
500821160020000,District,,High Mount SD 116,,31.6,84.0,13.9,37.0
500821180020000,District,,Belleville SD 118,,38.7,946.0,23.6,578.0
500821190020000,District,,Belle Valley SD 119,,34.6,230.0,21.4,142.0
500821300040000,District,,Smithton CCSD 130,,62.9,234.0,58.9,219.0
500821600040000,District,,Millstadt CCSD 160,,61.0,295.0,46.9,227.0
500821750020000,District,,Harmony Emge SD 175,,28.5,150.0,15.7,83.0
500821810020000,District,,Signal Hill SD 181,,35.0,78.0,21.2,47.0
500821870260000,District,,Cahokia CUSD 187,,5.2,94.0,3.1,56.0
500821880220000,District,,Brooklyn UD 188,,1.3,1.0,2.6,2.0
500821890220000,District,,East St Louis SD 189,,12.9,349.0,8.3,224.0
500821960260000,District,,Dupo CUSD 196,,34.2,179.0,20.0,105.0
500822010170000,District,,Belleville Twp HSD 201,,30.3,354.0,28.9,337.0
500822030170000,District,,O Fallon Twp HSD 203,,52.8,314.0,53.9,321.0
510652000260000,District,,Greenview CUSD 200,,13.6,15.0,15.5,17.0
510652020260000,District,,Porta CUSD 202,,38.4,202.0,25.5,134.0
510652130260000,District,,Athens CUSD 213,,47.2,272.0,35.1,202.0
510840010260000,District,,Tri City CUSD 1,,31.6,86.0,22.9,62.0
51084003A260000,District,,Rochester CUSD 3A,,35.0,422.0,38.0,458.0
510840050260000,District,,Ball Chatham CUSD 5,,43.4,1079.0,37.5,933.0
510840080260000,District,,Pleasant Plains CUSD 8,,35.1,227.0,36.4,235.0
510840100260000,District,,Auburn CUSD 10,,38.2,251.0,22.7,149.0
510840110260000,District,,Pawnee CUSD 11,,40.4,122.0,27.2,82.0
510840140260000,District,,Riverton CUSD 14,,27.1,198.0,18.2,133.0
510840150260000,District,,Williamsville CUSD 15,,55.6,448.0,42.7,344.0
510840160260000,District,,New Berlin CUSD 16,,36.7,176.0,39.7,190.0
510841860250000,District,,Springfield SD 186,,26.7,1813.0,23.6,1603.0
530601260260000,District,,Havana CUSD 126,,37.6,170.0,26.8,121.0
530601890260000,District,,Illini Central CUSD 189,,35.6,119.0,21.6,72.0
530601910260000,District,,Midwest Central CUSD 191,,28.3,123.0,23.8,103.0
530900500020000,District,,District 50 Schools,,18.6,87.0,13.6,64.0
530900510020000,District,,Central SD 51,,75.2,659.0,59.0,516.0
530900520020000,District,,Washington SD 52,,50.0,319.0,51.4,328.0
530900760020000,District,,Creve Coeur SD 76,,11.9,44.0,10.1,37.0
530900850020000,District,,Robein SD 85,,46.8,52.0,31.5,35.0
530900860020000,District,,East Peoria SD 86,,35.7,363.0,23.7,241.0
530900980020000,District,,Rankin CSD 98,,53.9,83.0,39.0,60.0
530901020020000,District,,N Pekin & Marquette Hght SD 102,,48.4,148.0,26.8,82.0
530901080020000,District,,Pekin PSD 108,,25.1,558.0,16.7,372.0
530901370020000,District,,South Pekin SD 137,,16.8,23.0,24.1,33.0
530903030160000,District,,Pekin CSD 303,,26.5,106.0,30.0,120.0
530903080160000,District,,Washington CHSD 308,,44.3,151.0,41.6,142.0
530903090160000,District,,East Peoria CHSD 309,,23.6,53.0,22.2,50.0
530906060040000,District,,Spring Lake CCSD 606,,37.3,19.0,29.4,15.0
530907010260000,District,,Deer Creek-Mackinaw CUSD 701,,48.6,248.0,36.7,187.0
530907020260000,District,,Tremont CUSD 702,,60.5,315.0,45.3,236.0
530907030260000,District,,Delavan CUSD 703,,37.7,87.0,32.0,74.0
530907090260000,District,,Morton CUSD 709,,64.8,1011.0,50.5,786.0
531020010040000,District,,Metamora CCSD 1,,64.4,372.0,47.0,272.0
531020020040000,District,,Riverview CCSD 2,,23.2,33.0,22.5,32.0
531020060260000,District,,Fieldcrest CUSD 6,,33.9,169.0,15.9,79.0
531020110260000,District,,El Paso-Gridley CUSD 11,,51.7,327.0,38.1,240.0
531020210260000,District,,Lowpoint-Washburn CUSD 21,,46.5,79.0,24.7,42.0
531020600260000,District,,Roanoke Benson CUSD 60,,58.3,144.0,38.5,95.0
531020690020000,District,,Germantown Hills SD 69,,65.8,369.0,59.4,333.0
531021220170000,District,,County of Woodford School,,49.8,120.0,51.5,124.0
531021400260000,District,,Eureka CUD 140,,51.7,446.0,45.9,396.0
540920010260000,District,,Bismarck Henning CUSD,,48.1,188.0,27.6,108.0
540920020260000,District,,Westville CUSD 2,,12.9,89.0,12.1,83.0
540920040260000,District,,Georgetown-Ridge Farm CUD 4,,24.8,120.0,15.3,74.0
540920070260000,District,,Rossville-Alvin CUSD 7,,18.7,34.0,20.0,36.0
540920100260000,District,,Potomac CUSD 10,,23.7,23.0,20.6,20.0
540920110260000,District,,Hoopeston Area CUSD 11,,18.6,114.0,16.0,98.0
540920610030000,District,,Armstrong-Ellis Cons SD 61,,41.9,18.0,39.5,17.0
540920760260000,District,,Oakwood CUSD 76,,27.3,146.0,22.3,119.0
540921180240000,District,,Danville CCSD 118,,15.7,419.0,13.0,345.0
540922250170000,District,,Armstrong Twp HSD 225,,21.2,7.0,18.2,6.0
540925120260000,District,,Salt Fork Community Unit District  512,,39.5,178.0,24.2,109.0
540928000800000,District,,Bismarck Henning Rossville Alvin Cooperative High School,,37.8,28.0,36.5,27.0
560990170020000,District,,Channahon SD 17,,50.1,414.0,43.9,363.0
56099030C040000,District,,Troy CCSD 30C,,51.1,1433.0,43.5,1221.0
56099033C040000,District,,Homer CCSD 33C,,57.6,1469.0,51.1,1302.0
56099070C040000,District,,Laraway CCSD 70C,,28.8,74.0,14.8,38.0
560990810020000,District,,Union SD 81,,54.5,36.0,33.8,22.0
560990840020000,District,,Rockdale SD 84,,35.3,65.0,19.6,36.0
560990860050000,District,,Joliet PSD 86,,19.3,1375.0,15.1,1076.0
560990880020000,District,,Chaney-Monge SD 88,,18.6,58.0,8.7,27.0
56099088A020000,District,,Richland GSD 88A,,38.1,242.0,26.5,168.0
560990890020000,District,,Fairmont SD 89,,21.6,50.0,6.6,15.0
560990900020000,District,,Taft SD 90,,20.3,42.0,29.6,61.0
560990910020000,District,,Lockport SD 91,,46.5,195.0,32.2,135.0
560990920020000,District,,Will County SD 92,,57.2,585.0,47.5,482.0
560991140020000,District,,Manhattan SD 114,,58.7,580.0,49.2,485.0
560991220020000,District,,New Lenox SD 122,,48.1,1690.0,47.7,1673.0
56099157C040000,District,,Frankfort CCSD 157C,,76.9,1317.0,74.2,1269.0
560991590020000,District,,Mokena SD 159,,49.2,494.0,46.3,465.0
560991610020000,District,,Summit Hill SD 161,,46.9,967.0,38.1,785.0
56099200U260000,District,,Beecher CUSD 200U,,43.7,242.0,26.2,145.0
56099201U260000,District,,Crete Monee CUSD 201U,,27.9,683.0,15.7,384.0
560992020220000,District,,Plainfield SD 202,,46.1,6519.0,40.5,5710.0
560992030040000,District,,Elwood CCSD 203,,61.6,135.0,37.0,81.0
560992040170000,District,,Joliet Twp HSD 204,,24.4,425.0,19.0,331.0
560992050170000,District,,Lockport Twp HSD 205,,41.4,390.0,39.7,374.0
56099207U260000,District,,Peotone CUSD 207U,,41.4,319.0,27.1,209.0
56099209U260000,District,,Wilmington CUSD 209U,,52.6,359.0,38.2,261.0
560992100160000,District,,Lincoln Way CHSD 210,,56.7,943.0,56.6,942.0
56099255U260000,District,,Reed Custer CUSD 255U,,48.7,360.0,37.2,274.0
56099365U260000,District,,Valley View CUSD 365U,,37.5,3288.0,35.8,3129.0
601054280300000,District,,IDJJ Sch Dist 428,,,,,
651089010800000,District,,ISU  Laboratory Schools,,73.0,200.0,64.2,176.0
651089020800000,District,,University of Ill Lab School,,,,,
651089030800000,District,,Illinois Mathematics & Science Academy,,,,,
